Tam,Domínio,Descrição,A,AAAA,www A,www AAAA,www CNAME,"Senão, tem outro registro DNS?"
6,uninga.br,Centro Universitário Ingá,"104.21.92.130
172.67.194.35","2606:4700:3033::ac43:c223
2606:4700:3036::6815:5c82","104.21.92.130
172.67.194.35","2606:4700:3033::ac43:c223
2606:4700:3036::6815:5c82",,
6,unipac.br,Centro Universitário Presidente Antônio Carlos,"200.202.246.178
200.202.246.179",,,,unipacweb1.unipac.br,
6,unipan.br,União Pan-Americana de Ensino,187.17.67.37,,187.17.67.37,,,
6,unipar.br,Universidade Paranaense,177.91.39.143,,177.91.39.143,,,
6,unirio.br,Universidade Federal do Estado do Rio de Janeiro,,,200.156.24.171,2804:1f10:8014:110:200:156:24:171,,
6,unisal.br,Centro Universitário Salesiano de São Paulo,67.23.255.90,,67.23.255.90,,,
6,unisul.br,Universidade do Sul de Santa Catarina,"99.84.22.113
99.84.22.31
99.84.22.80
99.84.22.83",,"99.84.22.113
99.84.22.31
99.84.22.80
99.84.22.83",,,
6,unitau.br,Universidade de Taubaté,192.175.100.90,,192.175.100.90,,,
6,uniube.br,Universidade de Uberaba,189.112.240.97,,,,web.uniube.br,
6,univap.br,Universidade do Vale do Paraíba,,,187.95.133.155,,,
6,univel.br,Centro Universitário de Cascavel,201.16.216.48,,201.16.216.48,,,
6,univix.br,Faculdade Brasileira,192.146.229.3,,,,@,
6,unopar.br,Faculdades Integradas Norte do Paraná,"187.86.215.135
187.86.215.136",,,,pim-redirect-1891724542.us-east-1.elb.amazonaws.com,
6,uvanet.br,Universidade Estadual Vale do Acaraú,"216.239.32.21
216.239.34.21
216.239.36.21
216.239.38.21",,,,lbwww.uvanet.br,
7,anhembi.br,Universidade Anhembi Morumbi,104.18.5.95,,,,www.anhembi.br.cdn.cloudflare.net,
7,barueri.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
7,batista.br,Colégio Batista Shepard,"185.230.63.107
185.230.63.171
185.230.63.186",,,,cdn0.wixdns.net,
7,bennett.br,Colégio Metodista Bennett,129.159.57.95,,129.159.57.95,,,
7,cambury.br,Centro Universitário Cambury,23.236.62.147,,,,www186.wixdns.net,
7,cardiol.br,Sociedade Brasileira de Cardiologia,200.209.23.52,,200.209.23.52,,,
7,cefetmg.br,Centro Federal de Educação Tecnológica de Minas Gerais,200.131.38.57,,,,vm-wordpress-02.ditic.sgi.cefetmg.br,
7,cesreal.br,Faculdade REGES de Realeza,192.185.213.103,,,,@,
7,cesumar.br,Centro de Ensino Superior de Maringá,177.129.73.20,,177.129.73.20,,,
7,eduvale.br,Colégio Eduvale,187.45.193.166,,,,@,
7,embrapa.br,Empresa Brasileira de Pesquisa Agropecuária,200.202.168.147,,,,pitaya.sede.embrapa.br,
7,emescam.br,Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,200.137.70.51,,,,@,
7,estacio.br,Estácio,"13.33.108.62
13.33.108.83
13.33.108.89
13.33.108.94",,,,redirect-portal-fend-ecs.estacio.br,
7,faccamp.br,Centro Universitário Campo Limpo Paulista,191.6.208.132,2804:10:8001::208:132,,,web1162.kinghost.net,
7,facinor.br,Faculdade Intermunicipal do Noroeste do Paraná,187.45.193.223,,187.45.193.223,,,
7,facitec.br,Faculdade de Ciências Sociais e Tecnológicas,187.45.193.173,,,,@,
7,fafijan.br,Faculdade de Jandaia do Sul,208.113.174.192,,208.113.174.192,,,
7,fafiman.br,"Fundação Faculdade de Filosofia, Ciências e Letras de Mandaguari",191.6.209.70,2804:10:8001::209:70,,,web173.kinghost.net,
7,famanet.br,Faculdade Machado de Assis,191.252.48.46,,,,@,
7,fapemig.br,Fundação de Amparo à Pesquisa do Estado de Minas Gerais,191.232.198.247,,191.232.198.247,,,
7,fatecsp.br,Faculdade de Tecnologia de São Paulo,201.55.32.226,,201.55.32.232,,,
7,feevale.br,Universidade Feevale,200.19.250.4,,200.19.250.4,,,
7,fiocruz.br,Fundação Oswaldo Cruz,157.86.16.72,,,,dengue.procc.fiocruz.br,
7,floripa.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
7,funcecp.br,Fundação Comunitária Educacional e Cultural de Patrocínio,,,,,ideiafix2.funcecp.br,
7,funceme.br,Fundação Cearense de Meteorologia e Recursos Hídricos,200.129.31.2,,200.129.31.2,,,
7,funcern.br,Fundação de Apoio à Educação e ao Desenvolvimento Tecnológico do Rio Grande do Norte,134.122.16.168,,,,@,
7,funcesi.br,Fundação Comunitária de Ensino Superior de Itabira,189.90.241.2,,189.90.240.58,,,
7,goiania.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
7,ibmecmg.br,Instituto Brasileiro de Mercado de Capitais (MG),200.190.254.57,,,,,
7,ibmecrj.br,Instituto Brasileiro de Mercado de Capitais (RJ),"10.0.0.20
200.182.25.100",,,,webfarm.grupoibmec.com.br,
7,iesplan.br,Instituto de Ensino Superior Planalto,50.116.87.228,,,,@,
7,igf2015.br,Internet Governance Forum Brazil 2015,200.160.4.9,2001:12ff:0:4::9,,,@,
7,kennedy.br,Faculdade Kennedy,191.6.210.102,,191.6.210.102,,,
7,lusiada.br,Fundação Lusíada,200.232.93.2,,,,servlus07.lusiada.br,
7,maringa.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
7,mcampos.br,Faculdades Milton Campos,"3.92.148.198
52.203.20.242
52.44.226.158",,"3.92.148.198
52.203.20.242
52.44.226.158",,,
7,niteroi.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
7,puc-rio.br,Pontifícia Universidade Católica do Rio de Janeiro,,,139.82.30.201,,,
7,rederio.br,Rede Rio,200.20.94.11,2804:1f10:80:94::1,200.20.94.11,,,
7,rednesp.br,Research and Education Network at São Paulo,200.144.248.41,,,,paineira.usp.br,
7,saojose.br,UniSãoJosé,187.45.239.21,,,,@,
7,saoluis.br,Faculdade São Luis,191.6.218.152,2804:10:8022::218:152,,,web22f62.kinghost.net,
7,simepar.br,Sistema de Tecnologia e Monitoramento Ambiental do Paraná,200.19.65.115,,200.19.65.115,,,
7,stpauls.br,St. Paul’s School,177.190.200.230,,208.87.128.137,,,
7,tecsoma.br,Faculdade Tecsoma,191.252.4.40,,,,@,
7,unicamp.br,Universidade Estadual de Campinas,,,,,143-106-143-186.nuvem.unicamp.br,
7,uniceub.br,Centro de Ensino Unificado de Brasília,200.229.250.36,,,,wwebfarm.uniceub.br,
7,uniderp.br,Universidade para o Desenvolvimento do Estado e da Região do Pantanal,"187.86.215.135
187.86.215.136",,,,pim-redirect-1891724542.us-east-1.elb.amazonaws.com,
7,unifacs.br,Universidade Salvador,104.18.11.223,,,,www.unifacs.br.cdn.cloudflare.net,
7,unifesp.br,Universidade Federal De São Paulo,200.144.93.198,,200.144.93.198,,,
7,unifieo.br,Centro Universitário Fundação Instituto de Ensino para Osasco,177.92.66.75,,,,@,
7,unifran.br,Universidade de Franca,34.149.6.190,,34.149.6.190,,,
7,unigran.br,Centro Universitário da Grande Dourados,"18.228.215.240
54.94.255.115","2600:1f1e:5ba:3c00:dcfc:a5cb:89dd:501a
2600:1f1e:5ba:3c01:d6b2:1e21:6bb1:d36b","18.228.215.240
54.94.255.115","2600:1f1e:5ba:3c00:dcfc:a5cb:89dd:501a
2600:1f1e:5ba:3c01:d6b2:1e21:6bb1:d36b",,
7,unimaua.br,Centro Universitário Barão de Mauá,189.108.61.43,,189.108.61.43,,,
7,unincor.br,Universidade Vale do Rio Verde,186.202.137.188,,186.202.137.188,,,
7,uninove.br,Universidade Nove de Julho,167.99.0.217,,167.99.0.217,,,
7,unitins.br,Universidade do Tocantins,,,200.129.177.79,,,
7,univale.br,Universidade Vale do Rio Doce,187.85.236.6,,,,c2-wb-08.univale.br,
7,univali.br,Univali - Universidade do Vale do Itajaí,200.169.52.190,,200.169.52.190,,,
7,univesp.br,Universidade Virtual do Estado de São Paulo,"104.21.72.58
172.67.175.240","2606:4700:3034::6815:483a
2606:4700:3034::ac43:aff0","104.21.72.58
172.67.175.240","2606:4700:3034::6815:483a
2606:4700:3034::ac43:aff0",,
7,unoeste.br,Universidade do Oeste Paulista,177.131.33.4,2801:80:390:100::4,,,apecnt.unoeste.br,
8,anchieta.br,Unianchieta,187.32.95.28,,,,3981562.group12.sites.hubspot.net,
8,antispam.br,Antispam.br,200.160.4.9,2001:12ff:0:4::9,,,@,
8,boavista.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,bomjesus.br,Colégio Bom Jesus,207.248.87.15,,,,ns_dcxenweb06.bomjesus.br,
8,campinas.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,ccbeunet.br,Centro Cultural Brasil Estados Unidos (Santos),,,,,virtuais7.bcmg.com.br,
8,cefet-rj.br,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (RJ),200.9.149.88,,,,nginx.cefet-rj.br,
8,contagem.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,curitiba.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,dinamica.br,Colégio Dinâmica,54.232.216.243,,,,@,
8,dombosco.br,Colégio Salesiano Dom Bosco de Americana,187.32.248.178,,187.32.248.178,,,
8,dourados.br,Município de Dourados,200.199.220.81,,200.199.220.81,,,
8,einstein.br,Hospital Israelita Albert Einstein,201.56.7.148,,,,einstein.br.edgekey.net,
8,facinter.br,Faculdade Internacional de Curitiba,200.150.68.244,,200.150.68.244,,,
8,famevaco.br,Faculdade de Medicina do Vale do Aço,"104.21.52.237
172.67.205.117","2606:4700:3032::ac43:cd75
2606:4700:3036::6815:34ed","104.21.52.237
172.67.205.117","2606:4700:3032::ac43:cd75
2606:4700:3036::6815:34ed",,
8,fatec-ro.br,Faculdade de Ciências Administrativas e Tecnologia (RO),201.76.51.228,,,,@,
8,fecilcam.br,Universidade Estadual do Paraná (Campus de Campo Mourão),200.201.19.20,,,,@,
8,ferlagos.br,Fundação Educacional da Região dos Lagos,201.48.8.145,,,,@,
8,fiamfaam.br,Faculdades Integradas Alcântara Machado - Faculdades de Artes Alcântara Machado,189.2.181.200,,,,,
8,fibbauru.br,Faculdades Integradas de Bauru,158.69.90.105,,158.69.90.105,,,
8,fundanet.br,Fundação Eurípides de Marília,200.10.239.10,,,,,
8,fundasul.br,Fundação de Ensino Superior da Região Centro Sul,187.45.195.137,,,,@,
8,fundepag.br,Fundação de Desenvolvimento da Pesquisa do Agronegócio,45.236.77.197,,45.236.77.197,,,
8,fundepes.br,Fundação Universitária de Desenvolvimento de Extensão e Pesquisa,187.0.16.142,,187.0.16.142,,,
8,londrina.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,noroeste.br,Instituto Noroeste de Birigui,129.159.57.95,,129.159.57.95,,,
8,objetivo.br,Colégio Objetivo,200.196.224.188,,200.196.224.188,,,
8,projecao.br,"Colégio, Centro Universitário e Faculdade Projeção",45.185.42.203,,,,webportal.projecao.br,
8,prossiga.br,Programa de Informação e Comunicação para Pesquisa,200.130.0.10,,200.130.0.181,,,
8,pucminas.br,Pontifícia Universidade Católica de Minas Gerais,"200.229.32.28
200.229.32.29",,"200.229.32.28
200.229.32.29",,,
8,registro.br,Registro.br,200.160.2.3,2001:12ff:0:2::3,,,@,
8,reitoria.br,Universidade Regional Integrada do Alto Uruguai e das Missões,200.0.114.240,,,,alpha2.reitoria.br,
8,ribeirao.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,riopreto.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,salvador.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,saogonca.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,saojudas.br,Universidade São Judas Tadeu,201.62.252.62,,,,lb.animaeducacao.com.br,
8,simonsen.br,Faculdades Integradas Simonsen,"186.228.82.219
200.218.252.177",,"186.228.82.219
200.218.252.177",,,
8,sorocaba.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
8,ulbra-to.br,Centro Universitário Luterano de Palmas,200.199.229.77,,,,@,
8,unescnet.br,Associação Educacional de Cacoal,138.122.143.147,,138.122.143.147,,,
8,unifenas.br,Universidade José do Rosário Vellano,186.208.210.246,,200.195.27.61,,,
8,unimonte.br,Centro Universitário São Judas Tadeu (Campus Unimonte),"99.84.22.112
99.84.22.53
99.84.22.86
99.84.22.9",,"99.84.22.112
99.84.22.53
99.84.22.86
99.84.22.9",,,
8,unioeste.br,Universidade Estadual do Oeste do Paraná,"131.255.84.123
131.255.84.69
131.255.84.70",,131.255.84.123,,,
8,unisanta.br,Universidade Santa Cecilia,200.210.165.8,,200.210.165.8,,,
8,unisinos.br,Universidade do Vale do Rio dos Sinos,200.188.161.78,,,,proxyweb.asav.org.br,
8,univates.br,Universidade do Vale do Taquari,177.44.240.52,2801:80:283f:18::52,,,nginxexterno.univates.br,
8,univille.br,Universidade da Região de Joinville,177.67.90.228,,177.67.90.227,,,
8,zappiens.br,Zappiens.br,"200.160.11.120
200.160.6.133","2001:12ff:0:6172:f816:3eff:fe96:4d96
2001:12ff:0:b112::120",,,@,
9,aesa-cesa.br,Autarquia de Ensino Superior de Arcoverde,162.241.135.71,,,,@,
9,aparecida.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
9,brazcubas.br,Sociedade Educacional Braz Cubas,34.149.110.26,,,,brazcubas.edu.br,
9,facastelo.br,Faculdade de Castelo,191.252.48.192,,191.252.47.118,,,
9,internesp.br,Instituto Nacional de Ensino e Pesquisa,200.216.243.82,,,,,
9,joinville.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
9,mackenzie.br,Instituto Presbiteriano Mackenzie,54.94.252.119,,,,www.x.mackenzie.br,
9,metodista.br,Universidade Metodista de São Paulo,132.226.240.51,,177.135.166.190,,,
9,mozarteum.br,Faculdade Mozarteum de São Paulo,191.252.47.37,,,,@,
9,participa.br,Portal de Participação Popular,170.246.255.222,,,,@,
9,riobranco.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
9,santacruz.br,Centro Universitário Santa Cruz de Curitiba,200.195.134.120,,200.195.134.120,,,
9,santarita.br,Centro Universitário Santa Rita,162.241.3.35,,,,,
9,saocamilo.br,União Social Camiliana,187.94.63.147,,187.94.63.147,,,
9,saomarcos.br,Escola e Faculdade Luterana São Marcos,"104.21.44.148
172.67.200.227","2606:4700:3033::ac43:c8e3
2606:4700:3035::6815:2c94","104.21.44.148
172.67.200.227","2606:4700:3033::ac43:c8e3
2606:4700:3035::6815:2c94",,
9,teologica.br,Faculdade Teológica Batista de São Paulo,34.205.245.191,,,,HTTPS-941162524.us-east-1.elb.amazonaws.com,
9,uniararas.br,Centro Universitário Hermínio Ometto - Uniararas,187.72.245.197,,187.72.245.197,,,
9,unicentro.br,Universidade Estadual do Centro-Oeste,200.201.10.43,,200.201.10.38,,,
9,unimontes.br,Universidade Estadual de Montes Claros,200.149.236.123,,,,portal.unimontes.br,
9,uniriotec.br,Centro de Ciências Exatas e Tecnologia – Unirio,200.156.26.27,,200.156.26.27,,,
9,unirondon.br,Instituição Faculdades Integradas Cândido Rondon,187.86.214.58,,187.86.214.58,,,
9,unisantos.br,Universidade Católica de Santos,"189.8.94.183
201.28.235.18",,,,lb1-prod.unisantos.br,
9,unitoledo.br,Centro Universitário Toledo,45.70.87.27,,,,@,
10,belasartes.br,Centro Universitário Belas Artes de São Paulo,191.252.99.62,,,,@,
10,cantareira.br,Faculdade Cantareira,187.45.195.63,,,,@,
10,comciencia.br,ComCiência,143.106.140.91,,143.106.140.91,,,
10,direitosbc.br,Faculdade de Direito de São Bernardo do Campo,"104.21.47.242
172.67.174.141","2606:4700:3030::6815:2ff2
2606:4700:3032::ac43:ae8d","104.21.47.242
172.67.174.141","2606:4700:3030::6815:2ff2
2606:4700:3032::ac43:ae8d",,
10,filadelfia.br,Instituto Filadélfia de Londrina,200.146.89.147,,"200.146.89.147
200.155.39.97",,,
10,ibirapuera.br,Universidade Ibirapuera,"104.21.93.91
172.67.208.124","2606:4700:3030::6815:5d5b
2606:4700:3035::ac43:d07c","104.21.93.91
172.67.208.124","2606:4700:3030::6815:5d5b
2606:4700:3035::ac43:d07c",,
10,matematica.br,iMática,200.144.244.77,,,,@,
10,netmundial.br,NETmundial,200.160.4.149,2001:12ff:0:4144:f816:3eff:fecd:cf3b,,,@,
10,niltonlins.br,Faculdades Nilton Lins,,,,,www.universidadeniltonlins.com.br,
10,portovelho.br,Faculdade Porto,191.252.4.30,,191.252.4.30,,,
10,pucpcaldas.br,Pontifícia Universidade Católica de Poços de Caldas,186.248.78.227,,186.248.78.227,,,
10,pueridomus.br,Escola Pueri Domus,159.182.80.35,,159.182.80.35,,,
10,realestate.br,Núcleo de Real Estate da Poli/USP,169.53.11.102,,169.53.11.102,,,
10,renascenca.br,Colégio Renascença,177.38.225.113,,,,@,
10,salesianos.br,Inspetoria São João Bosco,,,187.1.88.214,,,
10,santalucia.br,Faculdade Santa Lúcia,51.161.115.215,,51.161.115.215,,,
10,santamaria.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
10,santoandre.br,Subdomínio,,,,,,"NS, SOA, RRSIG"
10,torricelli.br,Faculdades e Colégio Torricelli,187.17.67.37,,187.17.67.37,,,
10,unemat-net.br,Universidade do Estado de Mato Grosso,,,200.101.35.49,,,
10,uniamerica.br,UniAmérica,177.73.233.194,,"104.26.8.130
104.26.9.130
172.67.70.116","2606:4700:20::681a:882
2606:4700:20::681a:982
2606:4700:20::ac43:4674",,
10,uniandrade.br,Centro Universitário Campos de Andrade,"177.73.233.194
104.21.4.3
172.67.131.105","2606:4700:3030::ac43:8369
2606:4700:3035::6815:403","104.21.4.3
172.67.131.105","2606:4700:3030::ac43:8369
2606:4700:3035::6815:403",,
10,unicastelo.br,Universidade Camilo Castelo Branco,191.235.80.89,,,,@,
10,unigranrio.br,Universidade Unigranrio,177.154.94.20,,177.154.94.20,,,
10,unisantana.br,Centro Universitário Sant'Anna,108.167.168.34,,,,@,
